alg      instance      k  rep    v         
G        flat50-1      0  919    539       
G        flat50-1      0  920    539       
G        flat50-1      0  921    539       
G        flat50-1      0  922    542       
G        flat50-1      0  923    544       
G        flat50-1      0  924    542       
G        flat50-1      0  925    541       
G        flat50-1      0  926    541       
G        flat50-1      0  927    543       
G        flat50-1      0  928    542       
G        flat50-1      0  929    542       
G        flat50-1      0  930    540       
G        flat50-1      0  931    540       
G        flat50-1      0  932    539       
G        flat50-1      0  933    539       
G        flat50-1      0  934    541       
G        flat50-1      0  935    543       
G        flat50-1      0  936    542       
G        flat50-1      0  937    543       
G        flat50-1      0  938    541       
G        flat50-1      0  939    540       
G        flat50-1      0  940    540       
G        flat50-1      0  941    539       
G        flat50-1      0  942    544       
G        flat50-1      0  943    543       
G        flat50-1      0  944    539       
G        flat50-1      0  945    542       
G        flat50-1      0  946    538       
G        flat50-1      0  947    542       
G        flat50-1      0  948    540       
G        flat50-1      0  949    541       
G        flat50-1      0  950    539       
G        flat50-1      0  951    541       
G        flat50-1      0  952    542       
G        flat50-1      0  953    541       
G        flat50-1      0  954    541       
G        flat50-1      0  955    543       
G        flat50-1      0  956    541       
G        flat50-1      0  957    541       
G        flat50-1      0  958    543       
G        flat50-1      0  959    541       
G        flat50-1      0  960    543       
G        flat50-1      0  961    541       
G        flat50-1      0  962    543       
G        flat50-1      0  963    541       
G        flat50-1      0  964    541       
G        flat50-1      0  965    541       
G        flat50-1      0  966    539       
G        flat50-1      0  967    540       
G        flat50-1      0  968    542       
G        flat50-1      0  969    541       
G        flat50-1      0  970    542       
G        flat50-1      0  971    540       
G        flat50-1      0  972    541       
G        flat50-1      0  973    542       
G        flat50-1      0  974    540       
G        flat50-1      0  975    541       
G        flat50-1      0  976    538       
G        flat50-1      0  977    540       
G        flat50-1      0  978    539       
G        flat50-1      0  979    542       
G        flat50-1      0  980    544       
G        flat50-1      0  981    544       
G        flat50-1      0  982    541       
G        flat50-1      0  983    541       
G        flat50-1      0  984    542       
G        flat50-1      0  985    540       
G        flat50-1      0  986    541       
G        flat50-1      0  987    541       
G        flat50-1      0  988    541       
G        flat50-1      0  989    539       
G        flat50-1      0  990    541       
G        flat50-1      0  991    541       
G        flat50-1      0  992    537       
G        flat50-1      0  993    542       
G        flat50-1      0  994    542       
G        flat50-1      0  995    541       
G        flat50-1      0  996    541       
G        flat50-1      0  997    540       
G        flat50-1      0  998    540       
G        flat50-1      0  999    541       
G        flat50-1      0  1000   540       
